id;behavioral/mechanistic;Syntactic_phenomena;Notes_exclude;exclude;model;causal, bidir;language;language_tested;Avg. Performance;Benchmarks;Benchmarks;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Hierarchical structure;Hierarchical structure;Hierarchical structure;Hierarchical structure;Word order;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;POS & other lexical properties;POS & other lexical properties;Negation & NPIs;Negation & NPIs;Binding & coreference;Binding & coreference;Binding & coreference;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Typology;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;notes;
198;behavioral;Agreement and feature-checking;reports acceptability;1;text-davinci-002 (GPT3);causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;behavioral;Agreement and feature-checking;;;text-davinci-002 (GPT3);causal;['monoling-english'];English;;;;;;;;;;;;;0.74;0.6;;;;;;;;;;;;;;;;;;;;;;;;Experimental Setting, default, temp. 0, subjnum. objnum;
215;behavioral;Agreement and feature-checking, Binding and coreference;do not report accuracy scores;1;transfo-xl-wt103 , gpt2-xl, BERT-base-uncased;both;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;behavioral;Agreement and feature-checking;;;BERT-base;bidir;['monoling-english'];English;;;;;;;;;;;;;0.7;0.85;;;;;;;;;;;;;;;;;;;;;;;;Figure 2 mean nonce, mlm performance;
217;behavioral;Agreement and feature-checking;;;BERT-base;bidir;['monoling-english'];English;;;;;;;;;;;;;0.87;0.63;0.93;0.75;0.6;0.53;0.95;0.45;0.4;0.87;;;;;;;;;;;;;;;;Figure 1 NONCE;
221;behavioral;Agreement and feature-checking;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Portuguese;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Greek;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Catalan;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];French;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Latin;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Irish;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Norwegian;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Italian;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Turkish;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Armenian;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Croatian;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Hebrew;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Urdu;;;;;;;;;;;;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Polish;;;;;;;;;;;;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Swedish;;;;;;;;;;;;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Ukrainian;;;;;;;;;;;;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Russian;;;;;;;;;;;;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Romanian;;;;;;;;;;;;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Danish;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Dutch;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Hindi;;;;;;;;;;;;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];English;;;;;;;;;;;;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Afrikaans;;;;;;;;;;;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Finnish;;;;;;;;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Basque;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
221;behavioral;;;;mBERT;bidir;['afrikaans', 'armenian', 'basque', 'catalan', 'croatian', 'danish', 'dutch', 'english', 'finnish', 'french', 'greek', 'hebrew', 'hindi', 'irish', 'italian', 'latin', 'norwegian', 'persian', 'polish', 'portuguese', 'romanian', 'russian', 'swedish', 'turkish', 'ukrainian', 'urdu'];Persian;;;;;;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;
222;behavioral;Agreement and feature-checking, Binding and coreference;;;BERT base;bidir;['monoling-english'];English;;;;;;;;;;;;;0.78;0.61;0.84;0.82;0.95;0.76;;;;;;;;;;;;;;;;;;;;Prepositional Phrase, Object Relative: Within, Object Relative: Across, Object Relative: Across (no that), VP Coordination (Short), VP Coordination (Long);
222;behavioral;;;;GPT2;causal;['monoling-english'];English;;;;;;;;;;;;;0.76;0.88;0.7;0.7;1;0.93;;;;;;;;;;;;;;;;;;;;Prepositional Phrase, Object Relative: Within, Object Relative: Across, Object Relative: Across (no that), VP Coordination (Short), VP Coordination (Long);
226;behavioral;Negation and NPIs;accuracy not clearly reported;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;behavioral;Benchmark, word order;;;BERT-base-uncased;bidir;['monoling-english'];English;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table A6;
234;behavioral;;;;ALBERT-base-uncased,;bidir;['monoling-english'];English;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table A6;
234;behavioral;;;;RoBERTa-base-cased;bidir;['monoling-english'];English;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table A6;
234;behavioral;;;;RoBERTa-large-cased;bidir;['monoling-english'];English;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table A6;
240;behavioral;word order;accuracy not clearly reported;1;RoBERTa-Base ;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;behavioral;Argument Structure and other Constructions, Agreement and feature-checking;;;bert-base-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.87;;;;Figure 1 a;
290;behavioral;Argument Structure and other Constructions, Agreement and feature-checking;;;BERT-large-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81;0.76;0.58;;selectional Preferences: Accuracy;
295;behavioral;word order, negation and NPIs;accuracy not clearly reported;1;;both;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;behavioral;Hierarchical structure, negation and NPIs, Argument Structure and other Constructions;;;Japanese BERT;bidir;['japanese'];Japanese;;;;;;;;0.5;0.69;0.46;;;;;;;;;;;;;;;0.63;0.5;;;;;;;;0.49;0.47;0.5;;Table 8 Scramb. Subord. Sent-coord. Neg. Pass. Casus. NP-coord.;
299;behavioral;;;;mBERT;bidir;['japanese'];Japanese;;;;;;;;0.49;0.61;0.5;;;;;;;;;;;;;;;0.49;0.45;;;;;;;;0.49;0.48;0.49;;;
304;behavioral;POS;;;BERT-base-uncased;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;
309;behavioral;word order, Agreement and feature-checking;;;Ko-GPT-Trinity 1.2B;causal;['korean'];Korean;0.72;;;;;;;;;;;0.67;0.7;;;;;;;;;;;;;;;;;;;;;;;;;Table 3 KLUE-NLI (Accuracy): ordinary, Shuf, CMdel;
309;behavioral;;;;chatGPT ;causal;['korean'];Korean;0.57;;;;;;;;;;;0.52;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;
312;behavioral;word order;accuracy not clearly reported;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;behavioral;negation and NPIs;BERT-base;;BERT-base;bidir;['english', 'portuguese'];English;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;
313;behavioral;;BERT-base;;BERT-base;bidir;['english', 'portuguese'];portuguese;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;
316;behavioral;Hierarchical structure;accuracy not clearly reported (perplexity);1;;causal;['english', 'japanese'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;behavioral;Hierarchical structure;accuracy not clearly reported;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;behavioral;word order, Agreement and feature-checking, negation and NPIs, Argument Structure and other Constructions;accuracy not reported;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;behavioral;Argument Structure and other Constructions;accuracy not reported;1;;causal;['chinese', 'dutch', 'english', 'german', 'greek', 'polish', 'spanish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;behavioral;Agreement and feature-checking, negation and NPIs, Hierarchical structure, Ellipsis and filler-gap dependencies;accuracy not reported;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;behavioral;benchmark;;;GPT-2 (small);causal;['monoling-english'];English;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1 avg;
343;behavioral;;;;RoBERTa-base;bidir;['monoling-english'];English;;0.6;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2 avg 2 values;
346;behavioral;Binding and coreference, negation and NPIs, Argument Structure and other Constructions, Hierarchical structure;;;ChatGPT-3.5 (fine-tuned);causal;['monoling-english'];English;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;behavioral;;;;ChatGPT-4;causal;['monoling-english'];English;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;behavioral;Dependency parsing and constituency, Agreement and feature-checking;accuracy not reported;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;behavioral;word order;accuracy not reported;1;;causal;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;behavioral;word order, Dependency parsing and constituency;accuracy not reported;1;;causal;['english', 'french', 'german', 'hindi', 'hungarian', 'indonesian', 'persian', 'russian', 'turkish', 'vietnamese'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;behavioral;Ellipsis and filler-gap dependencies, negation and NPIs, Agreement and feature-checking, Binding and coreference, Argument Structure and other Constructions, POS;;;GPT-2 Trans-LG;causal;['japanese'];Japanese;0.78;;;;;;;;;;;;0.54;0.96;;;;;;;;;0.82;;0.5;;0.59;;;0.86;0.76;0.55;;0.89;;;;Table 5;
364;behavioral;;;;GPT-2 Trans-SM;causal;['japanese'];Japanese;0.77;;;;;;;;;;;;0.44;0.97;;;;;;;;;0.82;;0.75;;0.46;;;0.89;0.85;0.55;;0.89;;;;;
365;behavioral;Argument Structure and other Constructions;;;OPT LM;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;;;Figure 2;
367;behavioral;Hierarchical structure;accuracy not reported (perplexity);1;;causal;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;behavioral;word order;accuracy not clearly reported (perplexity);1;;bidir;['arabic', 'Czech', 'Danish', 'english', 'German', 'french', 'german', 'italian', 'Hebrew', 'Spanish', 'Italian', 'Finnish', 'polish', 'portuguese', 'russian', 'Dutch', 'Swedish'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;Benchmark;;;Pythia 14M;causal;['monoling-english'];English;;0.658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Pythia 70M;causal;['monoling-english'];English;;0.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Pythia 160M;causal;['monoling-english'];English;;0.775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Pythia 410M;causal;['monoling-english'];English;;0.816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Pythia 1B;causal;['monoling-english'];English;;0.822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Pythia 1.4B;causal;['monoling-english'];English;;0.819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;GPT2, 85M BPE;causal;['monoling-english'];English;;0.778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;GPT2, 85M chatacter;causal;['monoling-english'];English;;0.774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Llama 2.51M BPE;causal;['monoling-english'];English;;0.598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Llama 7.77M BPE;causal;['monoling-english'];English;;0.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;behavioral;;;;Llama 30.03M BPE;causal;['monoling-english'];English;;0.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;behavioral;Benchmark;;;BERT;bidir;['monoling-english'];English;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;behavioral;negation and NPIs, word order;;;BERT-BASE (uncased);bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;0.39;;;;;;;;;;;;;;
380;behavioral;;;;BERT-LARGE (uncased);bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;;;0.44;;;;;;;;;;;;;;
382;behavioral;POS;;;GPT-Neo;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.82;;;;;;;;;;;;;;;;
382;behavioral;;;;GPT-Curie ;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.66;;;;;;;;;;;;;;;;
382;behavioral;;;;GPT-Davinci;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;
383;behavioral;Agreement and feature-checking, negation and NPIs;accuracy not reported;1;;causal;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;behavioral;POS;;;BERT-large;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.79;;;;;;;;;;;;;;;Table 1 mean;
416;behavioral;Argument Structure and other Constructions, Hierarchical structure;;;GPT2;causal;['chinese', 'english'];Chinese;;;;;;;;0.65;0.38;0.78;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.58;0.75;;Figure 1;
416;behavioral;;;;GPT2;causal;['chinese', 'english'];Chinese;;;;;;;;0.73;0.37;0.9;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.78;0.8;;;
419;behavioral;Benchmark;;;Transformers;causal;['monoling-english'];English;;;0.719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;behavioral;Ellipsis and filler-gap dependencies, Agreement and feature-checking;;;GPT2;causal;['monoling-english'];English;;;;;;;;;;;;;0.78;0.8;0.78;;;;;;;;;;;;;;;0.95;0.83;0.75;;;;;;Figure 2;
454;behavioral;Hierarchical structure;;;BERT-base-uncased;bidir;['monoling-english'];English;;;;;;;;0.6;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2 and 3 avg;
455;behavioral;negation and NPIs;;;BERTje;bidir;['dutch'];Dutch;;;;;;;;;;;;;;;;;;;;;;;;;0.33;0.37;;;;;;;;;;;;;
455;behavioral;;;;Roberta-based model for Dutch;bidir;['dutch'];Dutch;;;;;;;;;;;;;;;;;;;;;;;;;0.37;0.39;;;;;;;;;;;;;
455;behavioral;;;;mBert;bidir;['dutch'];Dutch;;;;;;;;;;;;;;;;;;;;;;;;;0.64;0.33;;;;;;;;;;;;;
459;behavioral;Benchmark;;;Bert;bidir;['english', 'spanish'];English;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;behavioral;;;;RoBERTa-base-cased;bidir;['english', 'spanish'];English;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;behavioral;;;;mBERT-base-cased;bidir;['english', 'spanish'];English;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;behavioral;;;;XLM-R;bidir;['english', 'spanish'];English;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;behavioral;;;;mBERT-base-cased;bidir;['english', 'spanish'];Spanish;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;behavioral;;;;XLM-R;bidir;['english', 'spanish'];Spanish;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;behavioral;POS;;;bert-base-german-cased;bidir;['english', 'german'];German;;;;;;;;;;;;;;;;;;;;;;;0.59;;;;;;;;;;;;;;;Table 2 pair condition;
466;behavioral;;;;bert-base-cased;bidir;['english', 'german'];English;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;;;;;;;;;;
466;behavioral;;;;mbert-base-cased;bidir;['english', 'german'];German;;;;;;;;;;;;;;;;;;;;;;;0.86;;;;;;;;;;;;;;;;
466;behavioral;;;;mbert-base-cased;bidir;['english', 'german'];English;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
466;behavioral;;;;xlm-roberta-base;bidir;['english', 'german'];German;;;;;;;;;;;;;;;;;;;;;;;0.83;;;;;;;;;;;;;;;;
466;behavioral;;;;xlm-roberta-base;bidir;['english', 'german'];English;;;;;;;;;;;;;;;;;;;;;;;0.86;;;;;;;;;;;;;;;;
469;behavioral;POS, Binding and coreference, negation and NPIs, Argument Structure and other Constructions;accuracy not reported;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;behavioral;Argument Structure and other Constructions, POS, Hierarchical structure, benchmark, Dependency parsing and constituency;accuracy not reported;1;;bidir;['monoling-english'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;behavioral;Benchmark;accuracy not reported;1;;both;['chinese', 'english', 'russian'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2: ling. similarity - do not report numerical scores (only ling similarity);
477;behavioral;Benchmark;accuracy not clearly reported;1;BERT;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;Figure 11;
477;behavioral;;;1;Roberta;bidir;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;Figure 11;
477;behavioral;;;1;GPT2;causal;['monoling-english'];English;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;Figure 11;
